Image Filename,x,y,width,height,Notes
luxemia-purple-mirror-anarkali-suit-for-festive-events-image-1.jpg,842,20,439,217,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-purple-mirror-anarkali-suit-for-festive-events-image-2.jpg,842,23,392,245,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-purple-mirror-anarkali-suit-for-festive-events-image-3.jpg,842,20,424,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-yellow-stone-palazzo-set-for-festive-events-image-1.jpg,922,62,284,129,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-yellow-stone-palazzo-set-for-festive-events-image-2.jpg,896,62,310,223,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-yellow-stone-palazzo-set-for-festive-events-image-3.jpg,842,44,447,241,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-yellow-stone-palazzo-set-for-festive-events-image-4.jpg,842,44,447,241,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-rust-handwork-anarkali-suit-for-festive-events-image-1.jpg,924,63,279,128,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-rust-handwork-anarkali-suit-for-festive-events-image-2.jpg,842,63,364,222,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-rust-handwork-anarkali-suit-for-festive-events-image-3.jpg,922,66,284,125,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-rust-handwork-anarkali-suit-for-festive-events-image-4.jpg,923,64,281,127,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-sequined-gown-for-festive-events-image-1.jpg,924,20,381,171,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-sequined-gown-for-festive-events-image-2.jpg,924,66,279,125,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-sequined-gown-for-festive-events-image-3.jpg,924,66,279,125,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,842,20,463,170,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-wine-beaded-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,885,20,319,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,964,30,333,255,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,842,20,401,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,1232,73,73,170,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,842,42,463,243,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-green-mirror-pre-draped-saree-with-blouse-for-receptions-image-5.jpg,842,91,463,182,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,842,20,458,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-beaded-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-beaded-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-beaded-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-beaded-skirt-set-for-festive-events-image-4.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-beaded-skirt-set-for-festive-events-image-1.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-beaded-skirt-set-for-festive-events-image-2.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-beaded-skirt-set-for-festive-events-image-3.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,851,51,405,234,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-champagne-beaded-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,924,20,381,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,842,20,304,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,842,20,365,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,842,20,375,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-turquoise-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-turquoise-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,877,20,428,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-wine-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-wine-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,901,20,404,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-image-5.jpg,861,20,344,148,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pistachio-embroidered-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pistachio-embroidered-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-1.jpg,971,117,280,124,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-2.jpg,971,117,280,123,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-4.jpg,933,117,280,129,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-green-stone-skirt-set-for-festive-events-image-2.jpg,842,63,457,222,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-blue-pistachio-peach-mirror-skirt-set-for-festive-events-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-blue-pistachio-peach-mirror-skirt-set-for-festive-events-image-2.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-blue-pistachio-peach-mirror-skirt-set-for-festive-events-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,969,20,336,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events-image-1.jpg,903,40,339,202,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events-image-2.jpg,849,20,456,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,924,65,279,125,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,924,65,279,125,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-blue-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,934,120,279,124,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-blue-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,924,65,381,220,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-blue-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,1180,44,51,47,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-skirt-set-for-festive-events-image-2.jpg,842,20,390,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-skirt-set-for-festive-events-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-skirt-set-for-festive-events-image-4.jpg,861,20,444,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-green-sequined-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-green-sequined-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-green-sequined-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-bottle-green-moti-cape-set-for-festive-events-image-1.jpg,924,63,381,222,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-bottle-green-moti-cape-set-for-festive-events-image-2.jpg,1285,87,20,198,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-bottle-green-moti-cape-set-for-festive-events-image-3.jpg,856,20,449,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-bottle-green-moti-cape-set-for-festive-events-image-4.jpg,924,20,381,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-bottle-green-moti-cape-set-for-festive-events-image-5.jpg,924,20,381,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-1.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-2.jpg,847,152,458,133,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,842,20,361,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,842,20,372,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,906,20,386,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-top-set-for-festive-events-image-1.jpg,842,66,463,210,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-top-set-for-festive-events-image-2.jpg,842,27,370,258,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-top-set-for-festive-events-image-3.jpg,842,20,390,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-top-set-for-festive-events-image-4.jpg,925,20,380,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,992,39,281,124,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-2.jpg,955,38,280,124,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-3.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-4.jpg,842,228,44,57,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-5.jpg,842,41,446,241,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,1083,53,78,188,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,885,29,228,256,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,1255,30,50,253,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,1228,20,77,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,842,20,461,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,842,20,454,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,842,20,430,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,842,20,420,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-wine-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-beaded-sharara-suit-for-festive-events-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-beaded-sharara-suit-for-festive-events-image-2.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-beaded-sharara-suit-for-festive-events-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-beaded-sharara-suit-for-festive-events-image-4.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-beaded-sharara-suit-for-festive-events-image-5.jpg,842,20,333,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-green-mirror-palazzo-set-for-festive-events-image-1.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-green-mirror-palazzo-set-for-festive-events-image-2.jpg,842,152,463,133,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,892,20,413,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,955,37,279,125,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,993,39,279,123,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
